0.0,0.0,0.0,1.0,0.0,0.0,0.37,-0.0,-1.0,1.8,0.0,-1.0,1.8,-0.0,-1.0,1.8,0.0,-1.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,1.0,-1.7836177e-11,-6.25862e-12,0.36754772,4.4047047e-10,-1.0,1.8,-1.9098838e-10,-1.0,1.8,1.0650199e-09,-1.0,1.8,-1.09657304e-10,-1.0,1.8,8.052237e-08,4.302178e-09,3.8514445e-09,-1.4275966e-09,-5.741788e-10,-0.1962,2.0184073e-08,3.906168e-08,-5.77726e-09,-2.1991381e-08,-3.1365707e-10,-6.235734e-11,6.654038e-08,3.380075e-08,-3.0665554e-08,-3.5873887e-10,-1.227457e-09,-1.863237e-08
-0.00088090304,-0.000607538,0.000755596,0.99999905,0.00035236523,-4.4914975e-07,0.362862,4.918343e-06,-0.9532038,1.6684463,0.0086492775,-0.94334495,1.6201086,0.0041375575,-0.9790455,1.6766632,-0.025167743,-0.98919344,1.6785641,-0.3512329,-0.28640276,0.18509422,0.04735583,-0.0032077518,-0.20745355,0.08993094,4.993049,-14.498306,0.11427735,5.7715964,-19.01346,0.59273946,1.566714,-13.307585,-3.5382442,0.30954564,-13.132815
-0.004328837,1.8819796e-05,0.002191682,0.99998814,0.0011432001,-0.00029485163,0.35742176,0.006954005,-0.79659253,1.3129599,-0.033409998,-0.82822776,1.3537093,0.056666832,-0.9143279,1.3040364,-0.13339292,-0.942723,1.3197365,-0.41571468,0.007619577,0.11026922,0.034298368,-0.015801778,-0.37693763,1.0045878,6.81811,-13.637707,-3.1816318,4.680081,-8.655163,3.8511868,1.8163308,-15.526858,-6.5295486,1.037464,-14.362999
-0.00037995478,-0.002417945,0.0022869406,0.99999434,0.0023087456,-0.00025384309,0.34543633,0.02563481,-0.8411306,1.380194,-0.051022347,-0.84850764,1.39533,0.08910315,-0.98061156,1.3579967,-0.16832663,-1.0209123,1.3682661,0.4554959,0.07913001,0.015276116,0.07469135,0.0036193659,-0.6051184,0.55813324,-2.8478827,4.480578,0.37869802,-3.1374094,4.905703,0.5930297,-2.6106954,3.8436372,0.15195519,-3.1550188,4.4179764
0.0042763157,-0.0096623385,0.0039422917,0.9999364,0.0056473496,-0.00018308134,0.33392978,0.036937095,-0.9014254,1.441022,-0.041951727,-0.9155054,1.4618987,0.09987746,-1.06603,1.4490676,-0.17034543,-1.1163808,1.46655,0.5066049,-0.9151169,0.25947103,0.21974143,0.0032332032,-0.52816224,0.6139924,-2.7312894,2.1448085,0.49095032,-3.0802598,2.3520017,0.5611565,-3.9566593,3.777963,-0.14507553,-4.815372,4.3373866
0.007790159,-0.015313672,0.006090395,0.9998338,0.010340333,0.00015964192,0.33106187,0.046460237,-0.9253596,1.4419184,-0.032948148,-0.9445205,1.4646181,0.10577746,-1.1054825,1.4704541,-0.17022252,-1.163548,1.4926842,-0.0014631973,-0.3018637,0.17508033,0.2383076,0.022014337,0.057050604,0.11045404,-0.46987084,-0.75113285,0.1374867,-0.5619767,-0.8665487,-0.08205354,-0.56494737,-0.60101354,-0.14868268,-0.4713239,-0.7522199
0.0060460665,-0.0037566416,0.006311031,0.99995476,0.014634608,0.00066282647,0.3350743,0.0446609,-0.9141133,1.4405825,-0.03452755,-0.9305008,1.4581232,0.10049515,-1.0506536,1.4073038,-0.16645958,-1.1041024,1.4250863,-0.2030734,1.629937,-0.061177112,0.204997,0.029407129,0.26354134,-0.08628013,0.75096,0.33121762,-0.108249396,0.94220823,0.15267953,-0.24468893,3.9040632,-4.1630664,0.3417208,4.274392,-4.4553437
0.0040037576,0.01169777,0.006151051,0.9999046,0.018093824,0.0013506842,0.3388649,0.042697687,-0.90004283,1.4511522,-0.036485486,-0.9123809,1.4625909,0.12687272,-1.0085803,1.4420148,-0.20296672,-1.061884,1.4725697,-0.15264554,1.5568749,0.030140897,0.16121094,0.037955523,0.15737015,0.022902492,0.33867735,1.1037164,-0.03340298,0.5128262,0.76094264,1.8081983,2.2669919,2.0074632,-2.3859162,2.3031633,2.59662
0.004537442,0.020294175,0.0070132767,0.99975914,0.021365266,0.0019748632,0.34230754,0.046111334,-0.8879552,1.4454874,-0.032845166,-0.9001885,1.4543921,0.17790882,-0.98308367,1.4188548,-0.27647203,-1.052518,1.4684209,-0.00020680646,0.456378,0.098828316,0.1616704,0.024731802,0.1636888,0.09133247,0.2882595,-0.43268228,0.124845475,0.3743831,-0.69383025,2.7633584,0.21815926,-1.4550244,-4.336501,-0.53210866,-0.8210122
0.004523977,0.022516621,0.0065495763,0.99971473,0.02390116,0.0020587915,0.34690833,0.04556361,-0.8716576,1.4144607,-0.0325967,-0.88331246,1.4238887,0.23182465,-0.93734676,1.2996974,-0.3409195,-1.0057062,1.3562708,-0.017168328,-0.07777108,-0.14187616,0.10425193,-0.004721747,0.23138872,-0.119761124,0.5460712,-1.5982409,-0.04530718,0.6485579,-1.5496893,2.8508742,1.7041172,-4.544309,-2.8170352,2.0102816,-4.139544
